combo_id,fold,val_macro,hp_d,hp_d_prime,hp_K,hp_dropout,hp_dropout_gnn,hp_lr,hp_wd,hp_epochs,hp_hidden,hp_label_smoothing,hp_warmup
38,1,0.9296,64,32,5,0.5,0.1,0.005,0.0001,500,64,0.0,10
38,2,0.9144,64,32,5,0.5,0.1,0.005,0.0001,500,64,0.0,10
38,3,0.8882,64,32,5,0.5,0.1,0.005,0.0001,500,64,0.0,10
38,4,0.9132,64,32,5,0.5,0.1,0.005,0.0001,500,64,0.0,10
39,0,0.9109,128,64,1,0.1,0.1,0.001,0.0001,300,64,0.0,0
39,1,0.9091,128,64,1,0.1,0.1,0.001,0.0001,300,64,0.0,0
39,2,0.8603,128,64,1,0.1,0.1,0.001,0.0001,300,64,0.0,0
39,3,0.9292,128,64,1,0.1,0.1,0.001,0.0001,300,64,0.0,0
39,4,0.9228,128,64,1,0.1,0.1,0.001,0.0001,300,64,0.0,0
40,0,0.9398,128,128,5,0.5,0.5,0.001,0.0001,200,128,0.0,10
40,1,0.9389,128,128,5,0.5,0.5,0.001,0.0001,200,128,0.0,10
40,2,0.9014,128,128,5,0.5,0.5,0.001,0.0001,200,128,0.0,10
40,3,0.9418,128,128,5,0.5,0.5,0.001,0.0001,200,128,0.0,10
40,4,0.9317,128,128,5,0.5,0.5,0.001,0.0001,200,128,0.0,10
41,0,0.9353,128,128,5,0.5,0.1,0.001,0.0001,700,64,0.1,10
41,1,0.941,128,128,5,0.5,0.1,0.001,0.0001,700,64,0.1,10
41,2,0.9328,128,128,5,0.5,0.1,0.001,0.0001,700,64,0.1,10
41,3,0.923,128,128,5,0.5,0.1,0.001,0.0001,700,64,0.1,10
41,4,0.9173,128,128,5,0.5,0.1,0.001,0.0001,700,64,0.1,10
42,0,0.9281,64,128,3,0.1,0.1,0.001,0.0001,600,128,0.0,10
42,1,0.9402,64,128,3,0.1,0.1,0.001,0.0001,600,128,0.0,10
42,2,0.9225,64,128,3,0.1,0.1,0.001,0.0001,600,128,0.0,10
42,3,0.932,64,128,3,0.1,0.1,0.001,0.0001,600,128,0.0,10
42,4,0.9336,64,128,3,0.1,0.1,0.001,0.0001,600,128,0.0,10
43,0,0.9321,32,64,4,0.5,0.5,0.001,0.0001,500,32,0.1,0
43,1,0.9504,32,64,4,0.5,0.5,0.001,0.0001,500,32,0.1,0
43,2,0.913,32,64,4,0.5,0.5,0.001,0.0001,500,32,0.1,0
43,3,0.924,32,64,4,0.5,0.5,0.001,0.0001,500,32,0.1,0
43,4,0.9237,32,64,4,0.5,0.5,0.001,0.0001,500,32,0.1,0
44,0,0.9277,128,128,3,0.1,0.5,0.005,0.0001,700,128,0.0,10
44,1,0.8928,128,128,3,0.1,0.5,0.005,0.0001,700,128,0.0,10
44,2,0.8994,128,128,3,0.1,0.5,0.005,0.0001,700,128,0.0,10
44,3,0.9178,128,128,3,0.1,0.5,0.005,0.0001,700,128,0.0,10
44,4,0.8969,128,128,3,0.1,0.5,0.005,0.0001,700,128,0.0,10
45,0,0.9358,32,64,2,0.1,0.1,0.005,0.0001,300,128,0.0,0
45,1,0.9234,32,64,2,0.1,0.1,0.005,0.0001,300,128,0.0,0
45,2,0.8743,32,64,2,0.1,0.1,0.005,0.0001,300,128,0.0,0
45,3,0.903,32,64,2,0.1,0.1,0.005,0.0001,300,128,0.0,0
45,4,0.9073,32,64,2,0.1,0.1,0.005,0.0001,300,128,0.0,0
46,0,0.9296,128,32,5,0.1,0.5,0.001,0.0001,300,128,0.0,10
46,1,0.9358,128,32,5,0.1,0.5,0.001,0.0001,300,128,0.0,10
46,2,0.9059,128,32,5,0.1,0.5,0.001,0.0001,300,128,0.0,10
46,3,0.9102,128,32,5,0.1,0.5,0.001,0.0001,300,128,0.0,10
46,4,0.9324,128,32,5,0.1,0.5,0.001,0.0001,300,128,0.0,10
47,0,0.9288,64,32,4,0.5,0.5,0.001,0.0001,400,64,0.0,10
47,1,0.9319,64,32,4,0.5,0.5,0.001,0.0001,400,64,0.0,10
47,2,0.8866,64,32,4,0.5,0.5,0.001,0.0001,400,64,0.0,10
